Series Name,Series Code,country,Country Code,tech2003,tech2004,tech2005,tech2006,tech2007,tech2008,tech2009,tech2010,tech2011,tech2012,tech2013,tech2014,tech2015,tech2016,tech2017
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bhutan,BTN,0.361706291,2.988995474,5.48246449,12.20984547,21.75373167,36.15507526,47.4398775,54.19100903,65.3858827,74.49064833,71.1587911,80.43500659,85.82156655,87.54119321,90.46730476
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bolivia,BOL,14.51513095,20.08074274,26.53472299,30.98178952,34.46940955,52.48620943,66.24200154,72.3847331,82.88339661,92.7161177,100.2446092,98.94133387,94.76091883,92.82077083,99.20033298
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bosnia-Herzegovina,BIH,28.43926317,37.22121595,42.16195561,49.94935795,64.9291203,84.46797866,86.93943593,83.56160151,85.96907179,92.0328107,96.76338329,97.90202025,97.38568949,96.793321,98.09148345
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Botswana,BWA,24.66155196,28.58095587,30.37860778,43.68184911,60.16258761,76.3372588,94.65720684,117.298669,141.3838961,147.4993479,152.5382345,157.2696423,157.3117744,146.1602659,141.4078697
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Brazil,BRA,25.41249446,35.51236744,46.12216626,52.86352359,63.3315358,78.06102237,86.91075624,100.0679429,117.9533009,123.8145622,133.9368763,137.468532,125.1755852,117.5362334,112.9965568
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,British Virgin Islands,VGB,..,..,..,..,83.70061866,89.82971411,177.831134,174.5665589,167.008351,170.8337718,183.8036894,185.0885494,189.9345797,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Brunei,BRN,50.18973426,56.3118354,63.78061004,81.40445645,97.67222246,105.1693861,107.5852329,111.9492001,112.4737001,117.5090307,115.5522582,109.8007306,110.9790153,123.6904413,127.0669027
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Bulgaria,BGR,44.86061487,61.0818771,81.27426627,108.2421033,130.7987803,138.8622153,140.219688,137.7516108,142.3977664,147.4715073,144.3245321,131.3588553,128.1054159,125.8343483,120.4435385
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Burkina Faso (Upper Volta),BFA,1.88147871,3.038539606,4.720289854,7.351160521,13.03701419,20.58683736,25.25328578,36.57655001,47.76859755,60.20140586,65.84120178,71.04746583,79.77028842,82.61118896,93.50293242
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Burundi,BDI,0.920451027,1.400079165,2.061081011,2.605748437,3.400686662,5.852028137,10.84633806,19.14044027,21.17083327,24.11154424,26.42481094,32.28189236,49.00052651,50.90988631,54.49630416
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cabo Verde,CPV,11.59238243,14.06565397,17.22011855,22.64125043,31.29114091,56.46878425,58.4794039,74.0212666,78.02691377,82.74851696,96.03004003,116.5149866,114.74068,111.5642375,112.0557186
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cambodia,KHM,3.877563151,6.594772546,8.002893099,12.77710791,18.8884696,30.52481721,44.48479398,56.96353418,94.62861382,129.2907102,134.8926943,133.9287751,134.3667576,126.3484045,116.0421129
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cameroon,CMR,6.521809427,9.026833471,12.92999545,17.51968009,24.65835324,32.58523506,41.18926084,43.24706023,51.10324351,62.17540968,72.33502103,76.61480463,79.53162759,79.85559142,81.92504638
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Canada,CAN,42.02314887,47.01181245,52.70258468,57.43244785,61.40957528,66.13620397,70.47060993,75.58210932,77.71010667,79.42532966,80.44136099,80.85723896,82.79621957,84.74001333,85.89566696
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cayman Islands,CYM,45.71130616,71.46028457,166.4781375,185.003298,197.1466309,185.7555833,200.259769,181.180752,171.0475618,171.8164908,167.9532645,153.8886636,155.5025599,157.4195672,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Central African Republic,CAF,1.004604858,1.479641611,2.422533437,2.617951819,7.951728332,13.11736173,19.60935283,22.01250976,22.17180691,25.45675055,30.23122005,25.59290533,27.330987,27.16972738,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Chad,TCD,0.694949248,1.266729715,2.086021777,4.472327993,8.522465531,14.37057639,19.83276052,24.18823202,29.82964526,34.64962789,34.72960057,38.70138174,39.01517501,38.64862398,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Chile,CHL,46.00311199,57.97867605,65.45816626,76.29264515,84.61961472,88.80473237,97.74669297,116.8235653,130.0925994,138.3092103,135.4942644,134.4441329,130.64668,130.1112399,127.4632858
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,China,CHN,20.66477271,25.48113353,29.76687407,34.68664201,40.9414866,47.69694564,55.2645244,63.17336105,72.12191839,80.87231798,88.88624773,92.51732892,92.48087287,97.25213003,104.5816819
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Colombia,COL,14.67589637,24.34355004,50.47862531,67.89603009,76.48776421,92.12323077,92.82949837,96.8630146,99.55561322,104.6604421,106.2356297,115.773299,118.8658902,120.6182941,126.8138818
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Comoros,COM,0.34292906,1.402814336,2.537984752,5.886897873,9.6792494,13.95875715,18.2095263,23.96403032,30.63225248,39.16611868,46.86446392,50.43554982,54.64019634,57.11267331,54.90372424
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Congo, Democratic Republic Of (Zaire)",COD,2.425032496,3.753655871,5.01556159,7.809046462,11.28427783,16.4602089,15.15565235,18.31951369,23.45080719,29.12882273,39.58703087,50.32761616,49.54653172,36.6912986,43.36139809
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Congo,COG,9.421790431,10.64095107,15.01225175,23.87849671,32.38308193,43.90787365,69.3113215,84.77338168,86.0844101,92.44114912,98.07149188,101.2112046,104.4108792,105.8171949,96.1079694
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Costa Rica,CRI,18.86341421,22.04622934,25.92622935,33.50628969,34.51721479,42.59096044,43.453737,68.82682695,90.27476299,115.5552433,151.1129417,147.5628235,156.7352531,171.5090398,180.2029814
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cote D'Ivoire,CIV,7.244019932,9.303013523,12.81304634,21.74087613,39.1267478,53.59033492,66.13195203,76.46091326,83.00542643,84.50379327,88.27563771,98.10586139,109.9493294,115.8480074,130.6752817
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Croatia,HRV,57.81114646,64.6795562,83.36346466,100.5605739,115.4120817,104.6491062,107.6923874,113.867324,118.5879907,115.7062939,110.3606615,104.7872559,104.2408716,104.7725932,103.0130428
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cuba,CUB,0.314418511,0.672738057,1.201089696,1.351910854,1.75387022,2.93318493,5.487921565,8.850352831,11.58239914,14.77441073,17.48745878,22.12240861,29.10060453,34.74996737,40.17351529
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Curacao,CUW,..,..,..,..,..,..,139.7157011,138.2201507,136.987775,133.805275,131.3806127,123.0378501,120.5550282,117.1129001,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Cyprus,CYP,55.27790635,64.79829104,75.78090348,82.77911008,92.9655393,129.4054983,121.1152274,124.9330675,128.4975265,128.5953235,127.5810419,130.1924519,131.7901791,133.4172747,138.4797599
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Czech Republic,CZE,94.81805209,105.3032774,114.7950474,120.4685575,127.7315807,132.1991302,124.5619345,122.7576776,124.5913056,127.72469,129.4947813,131.2739149,117.4543054,117.6619297,118.9920555
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Denmark,DNK,88.4931932,95.63465791,100.5072946,107.0505628,115.3208334,119.2657784,123.654185,115.5890246,128.4855486,129.9803588,124.714087,126.4184626,124.4441651,122.2898105,121.7107513
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Djibouti,DJI,3.031840921,4.473812588,5.62435685,5.628805538,8.591404518,13.71288585,15.38836576,19.45764886,22.29365416,24.11162242,27.22496565,31.46901215,33.89532614,36.63736705,38.98201121
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Dominica,DMA,33.93491504,59.44670996,73.62623359,100.9787168,125.440451,128.0355686,138.2863721,147.7701568,151.8781896,151.7128422,129.2472376,101.5224381,105.5930674,106.6641285,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Dominican Republic,DOM,23.32705157,27.83767502,39.22341664,49.1462265,58.00351691,74.82455285,88.35000826,89.84437742,87.47079787,87.97872959,89.48687014,79.79685261,83.55734977,81.77577154,81.44449363
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ecuador,ECU,18.04539504,26.23439384,45.47670942,60.74861034,69.97296742,80.87509159,90.13348399,98.96911151,101.0236303,106.725658,106.159366,104.4181604,80.17527227,84.72519003,83.49883049
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Egypt,EGY,7.836412296,10.13911841,17.75192835,23.03137827,37.83594714,51.00022567,67.12207389,84.01262188,97.12166915,110.2325598,111.0208506,103.8158916,100.2537691,102.1975013,105.5406134
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,El Salvador,SLV,19.25451329,30.53903871,40.0027965,63.59489789,100.8861054,113.753856,123.2834404,124.9116491,134.2926027,139.0235975,143.8525003,146.3630851,147.867953,151.8941098,156.5132655
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Equatorial Guinea,GNQ,5.97456706,8.54008667,12.79517032,15.14736493,18.08695484,20.72734559,21.99951381,41.98173912,48.16099931,48.2457517,47.13124662,45.73481704,45.37527576,47.12686964,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Eritrea,ERI,0,0.518319618,1.01884426,1.524498801,2.030851374,2.566509381,3.274224225,4.219579853,5.406832652,6.693368548,7.62941631,8.794691159,9.799924737,10.21263885,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Estonia,EST,76.49749546,92.09175947,106.6132211,122.9306817,125.130871,121.2547921,117.5701998,124.0752585,135.9536572,150.9320464,145.8445322,143.9327983,144.7209464,144.6098951,145.4168041
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Eswatini,SWZ,7.81686825,13.24136823,18.08525934,22.31118933,33.37918579,45.87491382,56.27560506,60.3405432,62.56151766,64.49503989,70.23443989,70.79006437,71.34133074,74.08245713,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ethiopia,ETH,0.070747671,0.208422432,0.535182603,1.099166045,1.491965306,2.349617765,4.743480143,7.815041435,15.68813762,22.20138502,27.02864387,31.31458376,42.3654191,50.02187627,59.65942118
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Faroe Islands,FRO,79.26376787,85.7819413,87.04980843,103.2697435,107.6803996,113.1483964,117.4701651,122.4428424,120.2991277,120.6632968,118.4708803,119.3276279,108.6755846,110.9330782,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Fiji,FJI,13.45557586,17.37512128,24.94472614,34.40382108,63.49309785,71.14568264,75.12028048,81.15820687,83.84404776,98.30734115,105.7622071,98.91285451,108.2722729,116.2362588,114.1814154
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Finland,FIN,90.81753315,95.15116311,100.2105563,107.4358085,114.7599836,128.3858236,144.1233426,156.361179,165.8860374,172.178726,136.3200932,139.2489757,134.91875,133.8528678,132.3102365
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,France,FRA,68.87189627,73.1589461,78.53166302,83.87657249,89.34353008,93.00882838,92.39159417,91.68330775,94.43104231,97.83174772,99.06771312,101.9229627,103.4500397,104.4040167,106.2134196
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,French Polynesia,PYF,24.18520799,38.1292821,47.079871,58.95311676,67.09555861,71.109777,78.41713074,80.61011127,82.57653524,83.76830583,88.98357755,92.60900815,96.63077533,99.96538286,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Gabon,GAB,22.58787814,35.87195473,52.50348151,62.15113881,78.49889168,84.61277614,91.3815248,98.15816267,139.6632846,145.5887551,151.0632701,156.3528642,146.1813048,149.6366779,131.5092757
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Gambia, The",GMB,11.02500823,12.51275407,17.13594478,27.11866567,52.00199335,73.40781532,80.07477616,87.36506064,80.23320467,84.68840952,99.43689212,119.0754552,137.3222963,139.2261765,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Georgia,GEO,15.53202148,18.54365743,26.17398191,38.38540033,59.21178171,63.47374988,66.16607148,94.01135866,106.2112707,114.3842118,123.4115193,135.2780045,140.4706134,140.9249491,146.486085
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,German Federal Republic,DEU,79.32767834,87.280701,97.06110232,105.042469,118.3029902,130.0651266,129.6846864,109.2777489,112.3137649,113.9808799,123.0958333,122.1381952,117.9324532,126.3143677,129.0884756
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ghana,GHA,3.890729602,8.07660683,13.34397363,23.54787646,33.49771799,49.66139655,63.20709011,71.13607628,84.25290533,99.5545728,106.3774956,112.6034309,126.920981,135.8012103,127.4614479
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Gibraltar,GIB,50.1261034,57.66240281,62.33442419,68.11989101,73.82343894,79.43297079,86.7823765,90.39139474,97.29082473,103.3518722,..,111.6399318,121.0733902,119.5535922,118.6977525
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Greece,GRC,79.47835416,82.73239746,90.79029102,96.83436563,108.0311332,120.8385863,116.1769733,107.3974369,106.1734399,117.4193903,110.5760381,107.8108602,112.0241848,112.1177165,115.9262469
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Greenland,GRL,52.45997037,68.64634811,81.61401907,94.60953819,116.6406099,98.1967242,94.2532788,101.2553409,103.8725421,105.2859926,107.065622,107.8358341,108.2001525,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Grenada,GRD,41.31184371,42.19237064,45.5157408,44.73508362,49.60226285,57.7523333,109.710823,116.4974159,115.0178444,123.1615172,125.5795069,110.1457315,112.1172407,110.8612801,104.9635984
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guam,GUM,50.59791775,61.98647683,..,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guatemala,GTM,16.27758555,24.75794771,34.43843431,53.58468846,86.84171265,106.7274695,120.8941572,123.4959332,130.3044387,136.1207765,139.2412094,106.2062256,111.4995795,110.1435498,118.1687909
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guinea,GIN,1.197656503,1.632205082,1.952530774,..,19.8083993,26.63917633,33.0506519,37.05704098,44.04635361,49.50330493,64.45973104,73.55464301,89.02097029,87.12541316,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guinea-Bissau,GNB,0.096503033,2.921549678,7.156885891,11.13707457,20.48627968,33.77513183,36.92680079,43.53581253,45.89995702,64.04786163,55.89722241,64.22140248,69.95056836,70.81766902,77.08779374
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Guyana,GUY,18.34856894,22.83716401,37.4684731,53.36172177,72.04122647,59.99740056,65.51395816,75.06429524,70.5856361,72.64022542,73.21579092,74.26122587,70.60352837,75.60542245,82.68979339
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Haiti,HTI,3.56484316,4.386360262,5.399742902,12.75312699,26.15914028,32.97259596,37.02474507,40.00153206,41.39948393,59.23629705,68.63836033,64.02774906,68.15384582,59.95952554,59.06942656
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Honduras,HND,5.393398553,9.816573857,17.37945569,29.71270874,54.29228337,78.88963295,104.427294,115.9893654,96.53514297,86.64872721,89.71388178,87.69329756,89.81744881,85.95321319,88.86604921
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Hong Kong SAR, China",HKG,108.3542214,120.7473999,125.1399251,137.662134,155.8568172,166.853171,180.3906679,196.3458374,216.4353864,230.6025316,237.4339291,235.725992,230.8187986,240.7962077,249.0242819
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Hungary,HUN,78.3338638,86.27897295,92.40105428,99.1032426,110.0364559,122.3492851,118.4109216,120.9913032,118.101597,117.3231585,117.7675557,119.4954722,120.4609193,120.7789256,123.7552537
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Iceland,ISL,97.12382619,99.64411344,95.97564572,100.731997,106.8473132,108.3754712,107.4754972,106.4774231,106.3901824,108.167704,108.9395742,112.6615498,116.2534861,120.7953103,122.5765241
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,India,IND,3.040537299,4.63709626,7.87855334,14.29029122,19.80365477,28.97639365,43.2432608,61.10493897,71.66746768,68.46206123,69.32038505,72.96069065,76.4717128,85.1709257,87.2849181
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Indonesia,IDN,8.386149336,13.56646675,20.69137097,27.7599696,40.08207447,59.52687753,68.38666086,87.12132731,101.6678806,113.2915475,124.2804831,127.6139203,131.2928284,147.6639506,173.840223
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Iran (Persia),IRN,5.01342826,7.290849518,12.08505274,21.60009395,41.32936851,59.02900688,71.32139595,72.4870165,74.23742425,76.06909129,84.25892096,87.85893583,93.52111839,100.3024773,107.3232083
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Iraq,IRQ,0.312163132,2.181132075,5.676006443,33.74034476,49.38717208,60.21348944,67.29255788,75.62537503,80.43293526,81.63148,95.77033065,94.26933835,92.92093851,89.90507431,87.09509785
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Ireland,IRL,86.42942038,93.49078861,101.3535085,108.9874912,113.0203842,112.4407379,102.9866701,101.6111338,105.2282867,107.1729501,104.2466126,104.828345,104.2956894,103.1535239,102.8816649
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Israel,ISR,104.2341475,111.6424199,117.4774382,124.4041822,128.5917242,126.5532074,124.1349799,122.6912241,121.5520506,119.8191218,121.4662123,119.6273319,131.0674983,129.0310295,126.6587916
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Italy/Sardinia,ITA,97.63180194,107.2746688,121.5810991,136.1174311,151.4005806,151.8275276,150.9558833,156.8163246,160.7112234,162.7028059,162.3367752,150.8997247,147.3697996,144.6340143,141.2932687
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Jamaica,JAM,58.11441871,67.3397643,72.19308092,82.40652485,96.71637242,97.6058753,105.41992,112.948449,104.0962109,95.56302869,99.80324755,105.0104347,109.2369463,113.3960932,106.9516337
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Japan,JPN,67.66338147,71.34498772,75.18091196,77.72613321,83.52888241,85.87674815,90.45531626,95.90457309,103.3117099,109.8911887,115.2554186,123.1687362,125.4618376,130.6103289,133.4503926
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Jordan,JOR,24.55750417,29.33939351,54.91142892,73.18722962,77.04656614,81.87534265,88.17275648,92.1698766,98.78042647,112.4075063,122.588936,125.9168883,150.6443177,103.835148,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kazakhstan,KAZ,8.736223787,15.90415546,34.73290825,49.55583381,77.7880175,93.18423221,105.4314641,118.3159241,151.620255,178.6837667,176.4656621,163.5176199,148.2243479,141.9567198,145.4200964
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kenya,KEN,4.660841751,7.259193183,12.79386694,19.81082558,29.79950406,41.64554959,48.12600547,60.3840368,66.09286937,70.41037236,71.00655904,73.07589151,79.84532391,80.43938819,86.14733981
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kiribati,KIR,0.59170932,0.679242782,0.70403466,0.742626777,0.778727248,1.015847217,9.851046058,10.32127966,13.17459104,16.88349451,18.42723545,27.15964439,36.47459678,45.45653219,39.62525129
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Korea, Dem. People’s Rep.",PRK,0,0,0,0,0,0,0.283125293,1.7563681,4.044931422,6.839935923,9.685433141,11.14811089,12.83477521,14.21441135,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,"Korea, Republic Of",KOR,69.59854948,75.43814051,78.71793498,82.20967446,90.43409775,92.66136634,97.09394691,102.4506883,105.5526243,107.3513875,108.992757,113.7039183,116.4870829,120.679705,124.8645076
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kosovo,XKX,..,..,32.30209935,32.30209935,32.30209935,32.30209935,32.30209935,32.30209935,..,..,..,..,..,..,..
Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,Kuwait,KWT,65.46439613,80.37210267,60.70763583,49.61905691,56.9780819,56.55051766,92.88647253,132.7229766,154.6249182,150.1963154,178.1354691,200.92797,148.5427083,133.0708012,124.1713824
